property_name,listing_href,price,floor_area,property_address,is_studio,is_room,property_type,currency,num_bedrooms,num_bathrooms,price_period,build_year,furnished,district_code
214 GOLDEN LILY,https://www.propertyguru.com.sg/listing/hdb-for-rent-214-golden-lily-24251520,4200,1421,214 Pasir Ris Street 21,False,False,HDB Flat,S$ ,3.0,2.0,/mo,1992,Partially Furnished,D18
812 TAMPINES AVENUE 4,https://www.propertyguru.com.sg/listing/hdb-for-rent-812-tampines-avenue-4-24186939,4500,979,812 Tampines Avenue 4,False,False,HDB Flat,S$ ,3.0,2.0,/mo,1983,Fully Furnished,D18
474 TAMPINES STREET 43,https://www.propertyguru.com.sg/listing/hdb-for-rent-474-tampines-street-43-24251441,2300,600,474 Tampines Street 43,True,False,HDB Flat,S$ ,,,/mo,1988,Fully Furnished,D18
D'NEST,https://www.propertyguru.com.sg/listing/24259626/for-rent-d-nest,4200,752,127 Pasir Ris Grove,False,False,Condominium,S$ ,2.0,2.0,/mo,2017,Fully Furnished,D18
D'NEST,https://www.propertyguru.com.sg/listing/21550574/for-rent-d-nest,3300,484,147 Pasir Ris Grove,False,False,Condominium,S$ ,1.0,1.0,/mo,2017,Fully Furnished,D18
MELVILLE PARK,https://www.propertyguru.com.sg/listing/24259353/for-rent-melville-park,1350,300,12 Simei Street 1,False,True,Apartment,S$ ,,,/mo,1996,Fully Furnished,D18
253 TAMPINES STREET 21,https://www.propertyguru.com.sg/listing/hdb-for-rent-253-tampines-street-21-24259656,950,100,253 Tampines Street 21,False,True,HDB Flat,S$ ,,,/mo,1983,,D18
248 TAMPINES STREET 21,https://www.propertyguru.com.sg/listing/hdb-for-rent-248-tampines-street-21-24242939,1250,120,248 Tampines Street 21,False,True,HDB Flat,S$ ,,,/mo,1983,,D18
458 PASIR RIS DRIVE 4,https://www.propertyguru.com.sg/listing/hdb-for-rent-458-pasir-ris-drive-4-24259566,1000,200,458 Pasir Ris Drive 4,False,True,HDB Flat,S$ ,,,/mo,1992,Fully Furnished,D18
THE ALPS RESIDENCES,https://www.propertyguru.com.sg/listing/24245078/for-rent-the-alps-residences,3188,506,107 Tampines Street 86,False,False,Condominium,S$ ,1.0,1.0,/mo,2019,Partially Furnished,D18
COOL INDUSTRIAL BLACK AND WHITE LOFT CONSERVATION STYLE @ PAYA LEBAR MRT: POOL GYM FREE BREAKFAST! !,https://www.propertyguru.com.sg/listing/20150128/for-rent-cool-industrial-black-and-white-loft-conservation-style-paya-lebar-mrt-pool-gym-free-breakfast,6660,818,"Paya Lebar MRT, Joo Chiat, East Coast",False,False,Condominium,S$ ,2.0,2.0,/mo,2014.0,Fully Furnished,D14
GEYLANG APARTMENT FOR WORKERS,https://www.propertyguru.com.sg/listing/24225436/for-rent-geylang-apartment-for-workers,4700,1200,,False,False,Apartment,S$ ,3.0,2.0,/mo,,,D14
PARC ESTA,https://www.propertyguru.com.sg/listing/24223711/for-rent-parc-esta,3850,420,822 Sims Avenue,True,False,New Project: 2022,S$ ,,,/mo,,Partially Furnished,D14
PARC ESTA,https://www.propertyguru.com.sg/listing/24225702/for-rent-parc-esta,5000,635,908 Sims Avenue,False,False,New Project: 2022,S$ ,2.0,1.0,/mo,,Partially Furnished,D14
324 UBI AVENUE 1,https://www.propertyguru.com.sg/listing/hdb-for-rent-324-ubi-avenue-1-21710275,4000,1100,324 Ubi Avenue 1,False,False,HDB Flat,S$ ,3.0,2.0,/mo,1984.0,Fully Furnished,D14
PAYA LEBAR - CONSERVATION HOME W PRIVATE PATIO !,https://www.propertyguru.com.sg/listing/22237201/for-rent-paya-lebar-conservation-home-w-private-patio,5530,669,"Paya Lebar Road, Paya Lebar MRT, Sim Ave",False,False,Condominium,S$ ,1.0,1.0,/mo,,Partially Furnished,D14
LOTUS AT PAYA LEBAR,https://www.propertyguru.com.sg/listing/23669535/for-rent-lotus-at-paya-lebar,6660,818,11 Paya Lebar Road,False,False,Condominium,S$ ,2.0,2.0,/mo,2014.0,Fully Furnished,D14
16 UPPER BOON KENG ROAD,https://www.propertyguru.com.sg/listing/hdb-for-rent-16-upper-boon-keng-road-24225040,800,159,16 Upper Boon Keng Road,False,True,HDB Flat,S$ ,,,/mo,1974.0,Fully Furnished,D14
EVERGREEN VIEW,https://www.propertyguru.com.sg/listing/24207847/for-rent-evergreen-view,6500,1281,15 Lorong 36 Geylang,False,False,Condominium,S$ ,3.0,2.0,/mo,2011.0,Fully Furnished,D14
LOTUS @ PAYA LEBAR WEST WING,https://www.propertyguru.com.sg/listing/24179335/for-rent-lotus-paya-lebar-west-wing,10560,2476,Lorong 41 Geylang,False,False,Apartment,S$ ,3.0,2.0,/mo,,Partially Furnished,D14
FOR RENT 3-STOREY SEMI-DETACHED HOUSE 5 BEDROOM NEAR KEMBANGAN MRT /EUNOS MRT,https://www.propertyguru.com.sg/listing/24224765/for-rent-for-rent-3-storey-semi-detached-house-5-bedroom-near-kembangan-mrt-eunos-mrt,14800,5069,,False,False,Semi-Detached House,S$ ,5.0,5.0,/mo,,,D14
SUITES@CHANGI,https://www.propertyguru.com.sg/listing/24185122/for-rent-suites-changi,2900,409,226 Changi Road,True,False,Apartment,S$ ,,,/mo,2013.0,Fully Furnished,D14
SALLIM ROAD,https://www.propertyguru.com.sg/listing/24224433/for-rent-sallim-road,7800,4800,Mattar Sallim Aljunied,False,False,Semi-Detached House,S$ ,3.0,3.0,/mo,,,D14
PARC ESTA,https://www.propertyguru.com.sg/listing/24123817/for-rent-parc-esta,3800,420,822 Sims Avenue,False,False,New Project: 2022,S$ ,1.0,1.0,/mo,,Partially Furnished,D14
SMART SUITES,https://www.propertyguru.com.sg/listing/20317227/for-rent-smart-suites,3300,452,302 Sims Avenue,False,False,Condominium,S$ ,2.0,1.0,/mo,2014.0,Fully Furnished,D14
PARC ESTA,https://www.propertyguru.com.sg/listing/24165843/for-rent-parc-esta,4100,452,910 Sims Avenue,False,False,New Project: 2022,S$ ,1.0,1.0,/mo,,Partially Furnished,D14
PARK PLACE RESIDENCES,https://www.propertyguru.com.sg/listing/24224047/for-rent-park-place-residences,2000,100,8 Paya Lebar Road,False,True,Condominium,S$ ,,,/mo,2019.0,Partially Furnished,D14
PARK PLACE RESIDENCES,https://www.propertyguru.com.sg/listing/24224033/for-rent-park-place-residences,1300,60,8 Paya Lebar Road,False,True,Condominium,S$ ,,,/mo,2019.0,Partially Furnished,D14
LOTUS AT PAYA LEBAR,https://www.propertyguru.com.sg/listing/24197041/for-rent-lotus-at-paya-lebar,5530,667,11 Paya Lebar Road,False,False,Condominium,S$ ,1.0,1.0,/mo,2014.0,Fully Furnished,D14
LOTUS AT PAYA LEBAR,https://www.propertyguru.com.sg/listing/24223846/for-rent-lotus-at-paya-lebar,5530,667,11 Paya Lebar Road,False,False,Condominium,S$ ,1.0,1.0,/mo,2014.0,Partially Furnished,D14
401 SERANGOON AVENUE 1,https://www.propertyguru.com.sg/listing/hdb-for-rent-401-serangoon-avenue-1-24171590,1000,1130,401 Serangoon Avenue 1,False,True,HDB Flat,S$ ,,,/mo,1988.0,Partially Furnished,D19
RIPLEY CRESCENT,https://www.propertyguru.com.sg/listing/23856853/for-rent-ripley-crescent,13000,3500,Ripley Crescent,False,False,Detached House,S$ ,5.0,3.0,/mo,,Partially Furnished,D19
BOTANIQUE AT BARTLEY,https://www.propertyguru.com.sg/listing/23859865/for-rent-botanique-at-bartley,2600,200,239 Upper Paya Lebar Road,True,False,Condominium,S$ ,,,/mo,2019.0,Partially Furnished,D19
BOTANIQUE AT BARTLEY,https://www.propertyguru.com.sg/listing/24188944/for-rent-botanique-at-bartley,3500,517,239 Upper Paya Lebar Road,False,False,Condominium,S$ ,1.0,1.0,/mo,2019.0,Partially Furnished,D19
RIVERSOUND RESIDENCE,https://www.propertyguru.com.sg/listing/24238121/for-rent-riversound-residence,1300,90,5 Sengkang East Avenue,False,True,Condominium,S$ ,,,/mo,2015.0,Fully Furnished,D19
126 HOUGANG AVENUE 1,https://www.propertyguru.com.sg/listing/hdb-for-rent-126-hougang-avenue-1-23323618,1100,150,126 Hougang Avenue 1,False,True,HDB Flat,S$ ,,,/mo,1982.0,,D19
MYVILLAGE AT SERANGOON GARDEN,https://www.propertyguru.com.sg/listing/24237682/for-rent-myvillage-at-serangoon-garden,1050,150,1 Maju Avenue,False,True,Detached House,S$ ,,,/mo,,Fully Furnished,D19
A TREASURE TROVE,https://www.propertyguru.com.sg/listing/24238057/for-rent-a-treasure-trove,5500,1270,58 Punggol Walk,False,False,Condominium,S$ ,3.0,3.0,/mo,2015.0,Partially Furnished,D19
309D ANCHORVALE ROAD,https://www.propertyguru.com.sg/listing/hdb-for-rent-309d-anchorvale-road-24237441,1200,100,309D Anchorvale Road,False,True,HDB Flat,S$ ,,,/mo,2000.0,Fully Furnished,D19
309D ANCHORVALE ROAD,https://www.propertyguru.com.sg/listing/hdb-for-rent-309d-anchorvale-road-24237439,1500,150,309D Anchorvale Road,False,True,HDB Flat,S$ ,,,/mo,2000.0,Fully Furnished,D19
HERON BAY,https://www.propertyguru.com.sg/listing/24237346/for-rent-heron-bay,1988,180,51 Upper Serangoon View,False,True,Executive Condominium,S$ ,,,/mo,,Fully Furnished,D19
A TREASURE TROVE,https://www.propertyguru.com.sg/listing/24233860/for-rent-a-treasure-trove,6000,1044,58 Punggol Walk,False,False,Condominium,S$ ,3.0,3.0,/mo,2015.0,Partially Furnished,D19
"★D19★ 3. 5 STOREY CLUSTER HOUSE FOR RENT @ RICHERDS AVENUE, WALKING DISTANCE TO KOVAN MRT",https://www.propertyguru.com.sg/listing/24237204/for-rent-d19-3-5-storey-cluster-house-for-rent-richerds-avenue-walking-distance-to-kovan-mrt,12000,4628,Richards Avenue,False,False,Cluster House,S$ ,5.0,5.0,/mo,,,D19
LA FIESTA,https://www.propertyguru.com.sg/listing/24186767/for-rent-la-fiesta,1888,150,74 Sengkang Square,False,True,Condominium,S$ ,,,/mo,2016.0,,D19
⭐ COZY AND PRIVATE 2 STOREY SEMI D IN CONVENIENT LOCATION FOR RENT ⭐,https://www.propertyguru.com.sg/listing/24234653/for-rent-cozy-and-private-2-storey-semi-d-in-convenient-location-for-rent,8800,3500,"Marlene Ave, Serangoon Garden Way, Chuan Garden",False,False,Semi-Detached House,S$ ,4.0,4.0,/mo,,Partially Furnished,D19
HONG LEE PLACE,https://www.propertyguru.com.sg/listing/24191129/for-rent-hong-lee-place,7500,2450,Hong Lee Place,False,False,Terraced House,S$ ,4.0,4.0,/mo,1992.0,Partially Furnished,D19
TWIN WATERFALLS,https://www.propertyguru.com.sg/listing/24236688/for-rent-twin-waterfalls,5500,1098,82 Punggol Central,False,False,Executive Condominium,S$ ,3.0,3.0,/mo,2015.0,,D19
KINGSFORD WATERBAY,https://www.propertyguru.com.sg/listing/22792984/for-rent-kingsford-waterbay,4800,850,78 Upper Serangoon View,False,False,Condominium,S$ ,3.0,2.0,/mo,2018.0,,D19
211D PUNGGOL RIPPLES,https://www.propertyguru.com.sg/listing/hdb-for-rent-211d-punggol-ripples-24233473,1600,671,211D Punggol Walk,False,True,HDB Flat,S$ ,,,/mo,2013.0,Fully Furnished,D19
211D PUNGGOL RIPPLES,https://www.propertyguru.com.sg/listing/hdb-for-rent-211d-punggol-ripples-24233452,2800,671,211D Punggol Walk,False,True,HDB Flat,S$ ,,,/mo,2013.0,Fully Furnished,D19
BUTTERWORTH 8,https://www.propertyguru.com.sg/listing/24222592/for-rent-butterworth-8,5300,1023,4 Butterworth Lane,False,False,Condominium,S$ ,2.0,2.0,/mo,2004.0,Fully Furnished,D15
CENTRINA,https://www.propertyguru.com.sg/listing/21676703/for-rent-centrina,4000,721,11 Everitt Road North,False,False,Apartment,S$ ,2.0,2.0,/mo,2011.0,Partially Furnished,D15
MOUNTBATTEN ROAD SEMI DETACHED,https://www.propertyguru.com.sg/listing/24251184/for-rent-mountbatten-road-semi-detached,16000,5500,Mountbatten Road,False,False,Semi-Detached House,S$ ,5.0,5.0,/mo,,Fully Furnished,D15
4 JALAN BATU,https://www.propertyguru.com.sg/listing/hdb-for-rent-4-jalan-batu-23049525,3000,646,4 Jalan Batu,False,False,HDB Flat,S$ ,2.0,1.0,/mo,1962.0,Fully Furnished,D15
THE SEAFRONT ON MEYER,https://www.propertyguru.com.sg/listing/24252869/for-rent-the-seafront-on-meyer,12000,2099,59 Meyer Road,False,False,Condominium,S$ ,3.0,3.0,/mo,2011.0,Partially Furnished,D15
SYCAMORE TREE,https://www.propertyguru.com.sg/listing/24233431/for-rent-sycamore-tree,3400,388,2 Fowlie Road,False,False,New Project: 2022,S$ ,1.0,1.0,/mo,,Partially Furnished,D15
THE WATERSIDE,https://www.propertyguru.com.sg/listing/24220068/for-rent-the-waterside,12800,2110,5 Tanjong Rhu Road,False,False,Condominium,S$ ,3.0,5.0,/mo,1993.0,Partially Furnished,D15
⭐MODERN SEMI DETACHED WITH POOL @ SIGLAP ESTATE⭐,https://www.propertyguru.com.sg/listing/24147638/for-rent-modern-semi-detached-with-pool-siglap-estate,16800,6080,,False,False,Semi-Detached House,S$ ,5.0,5.0,/mo,,Partially Furnished,D15
⭐CHARMING COTTAGE STYLE SEMI DETACHED IN QUIET LOCALE⭐,https://www.propertyguru.com.sg/listing/24249002/for-rent-charming-cottage-style-semi-detached-in-quiet-locale,14000,3500,,False,False,Semi-Detached House,S$ ,4.0,4.0,/mo,,Partially Furnished,D15
THE LUSH,https://www.propertyguru.com.sg/listing/18354134/for-rent-the-lush,4500,775,32a Duku Road,False,False,Condominium,S$ ,2.0,2.0,/mo,2015.0,Partially Furnished,D15
⭐COSY RENOVATED CONVENIENTLY LOCATED CORNER TERRACE⭐,https://www.propertyguru.com.sg/listing/24217797/for-rent-cosy-renovated-conveniently-located-corner-terrace,12000,2750,,False,False,Semi-Detached House,S$ ,4.0,4.0,/mo,,Partially Furnished,D15
MEYER ROAD,https://www.propertyguru.com.sg/listing/23560620/for-rent-meyer-road,18000,6400,Meyer Road/Mountbatten Rd/Broadrick Rd/Amber Rd,False,False,Bungalow House,S$ ,6.0,7.0,/mo,,Partially Furnished,D15
POOLE ROAD,https://www.propertyguru.com.sg/listing/24257044/for-rent-poole-road,18000,4344,Poole Road/Tanjong Katong Road/East Coast Road,False,False,Semi-Detached House,S$ ,6.0,5.0,/mo,,Partially Furnished,D15
CHIANG'S COURT,https://www.propertyguru.com.sg/listing/24115702/for-rent-chiang-s-court,1600,97,98A-E Upper East Coast Road,False,True,Walk-up Apartment,S$ ,,,/mo,,Fully Furnished,D15
CHIANG'S COURT,https://www.propertyguru.com.sg/listing/23878712/for-rent-chiang-s-court,1600,129,Upper East Coast Road,False,True,Walk-up Apartment,S$ ,,,/mo,,Fully Furnished,D15
BELLA CASITA,https://www.propertyguru.com.sg/listing/24238565/for-rent-bella-casita,3000,506,7 Ipoh Lane,False,False,Condominium,S$ ,1.0,1.0,/mo,2013.0,Fully Furnished,D15
PARK EAST,https://www.propertyguru.com.sg/listing/24258740/for-rent-park-east,5000,1292,69 Jalan Tua Kong,False,False,Condominium,S$ ,3.0,2.0,/mo,1994.0,Fully Furnished,D15
JOO CHIAT ROAD,https://www.propertyguru.com.sg/listing/21423953/for-rent-joo-chiat-road,4000,1100,Joo Chiat Road,False,False,Shophouse,S$ ,2.0,1.0,/mo,,Partially Furnished,D15
POOLE ROAD,https://www.propertyguru.com.sg/listing/24211786/for-rent-poole-road,18000,4344,,False,False,Semi-Detached House,S$ ,6.0,6.0,/mo,,,D15
3 STOREY SEMI-DETACHED HOUSE AT 84 WOO MON CHEW RD,https://www.propertyguru.com.sg/listing/24211795/for-rent-3-storey-semi-detached-house-at-84-woo-mon-chew-rd,16800,6077,,False,False,Semi-Detached House,S$ ,5.0,4.0,/mo,,,D15
JADESCAPE,https://www.propertyguru.com.sg/listing/24222720/for-rent-jadescape,5500,764,314 Shunfu Road,False,False,New Project: 2023,S$ ,2.0,2.0,/mo,,,D20
JADESCAPE,https://www.propertyguru.com.sg/listing/24238652/for-rent-jadescape,3999,527,2 Shunfu Road,False,False,New Project: 2023,S$ ,1.0,1.0,/mo,,,D20
JADESCAPE,https://www.propertyguru.com.sg/listing/24212653/for-rent-jadescape,3999,528,2 Shunfu Road,False,False,New Project: 2023,S$ ,1.0,1.0,/mo,,Partially Furnished,D20
230 ANG MO KIO AVENUE 3,https://www.propertyguru.com.sg/listing/hdb-for-rent-230-ang-mo-kio-avenue-3-24252529,3700,728,230 Ang Mo Kio Avenue 3,False,False,HDB Flat,S$ ,2.0,2.0,/mo,1977.0,Fully Furnished,D20
CENTRO RESIDENCES,https://www.propertyguru.com.sg/listing/24166005/for-rent-centro-residences,2180,150,59 Ang Mo Kio Avenue 8,False,True,Condominium,S$ ,,,/mo,2014.0,Fully Furnished,D20
150A BISHAN STREET 11,https://www.propertyguru.com.sg/listing/hdb-for-rent-150a-bishan-street-11-24213287,3800,700,150A Bishan Street 11,False,False,HDB Flat,S$ ,2.0,1.0,/mo,1987.0,,D20
FABER GARDEN CONDOMINIUM,https://www.propertyguru.com.sg/listing/22089884/for-rent-faber-garden-condominium,4300,1679,4 Angklong Lane,False,False,Condominium,S$ ,3.0,3.0,/mo,1984.0,Fully Furnished,D20
JADESCAPE,https://www.propertyguru.com.sg/listing/24249441/for-rent-jadescape,4999,764,314 Shunfu Road,False,False,New Project: 2023,S$ ,2.0,2.0,/mo,,Partially Furnished,D20
611 ANG MO KIO AVENUE 5,https://www.propertyguru.com.sg/listing/hdb-for-rent-611-ang-mo-kio-avenue-5-22990195,4200,990,611 Ang Mo Kio Avenue 5,False,False,HDB Flat,S$ ,3.0,2.0,/mo,1979.0,Fully Furnished,D20
THE PANORAMA,https://www.propertyguru.com.sg/listing/24229259/for-rent-the-panorama,5000,797,20 Ang Mo Kio Ave 2,False,False,Condominium,S$ ,2.0,2.0,/mo,2019.0,,D20
NUOVO,https://www.propertyguru.com.sg/listing/24191207/for-rent-nuovo,6300,1550,23 Ang Mo Kio Avenue 9,False,False,Condominium,S$ ,4.0,3.0,/mo,2004.0,Partially Furnished,D20
PEIRCE VIEW,https://www.propertyguru.com.sg/listing/21080761/for-rent-peirce-view,3800,1001,557 Upper Thomson Road,False,False,Condominium,S$ ,2.0,2.0,/mo,1996.0,,D20
JADESCAPE,https://www.propertyguru.com.sg/listing/24235181/for-rent-jadescape,11000,1647,314 Shunfu Road,False,False,New Project: 2023,S$ ,4.0,3.0,/mo,,,D20
549 ANG MO KIO AVENUE 10,https://www.propertyguru.com.sg/listing/hdb-for-rent-549-ang-mo-kio-avenue-10-24258509,3499,65,549 Ang Mo Kio Avenue 10,False,False,HDB Flat,S$ ,2.0,2.0,/mo,1980.0,Fully Furnished,D20
591A ANG MO KIO STREET 51,https://www.propertyguru.com.sg/listing/hdb-for-rent-591a-ang-mo-kio-street-51-24257980,3900,731,591A Ang Mo Kio Street 51,False,False,HDB Flat,S$ ,2.0,2.0,/mo,2017.0,Partially Furnished,D20
291 BISHAN STREET 24,https://www.propertyguru.com.sg/listing/hdb-for-rent-291-bishan-street-24-23837807,1000,120,291 Bishan Street 24,False,True,HDB Flat,S$ ,,,/mo,1996.0,Fully Furnished,D20
405 SIN MING AVENUE,https://www.propertyguru.com.sg/listing/hdb-for-rent-405-sin-ming-avenue-24238154,800,150,405 Sin Ming Avenue,False,True,HDB Flat,S$ ,,,/mo,1985.0,Fully Furnished,D20
JADESCAPE,https://www.propertyguru.com.sg/listing/24249534/for-rent-jadescape,5250,775,2 Shunfu Road,False,False,New Project: 2023,S$ ,2.0,2.0,/mo,,Partially Furnished,D20
633 ANG MO KIO AVENUE 6,https://www.propertyguru.com.sg/listing/hdb-for-rent-633-ang-mo-kio-avenue-6-20086642,3600,882,633 Ang Mo Kio Avenue 6,False,False,HDB Flat,S$ ,2.0,2.0,/mo,1985.0,Partially Furnished,D20
THOMSON VIEW CONDO,https://www.propertyguru.com.sg/listing/24243312/for-rent-thomson-view-condo,1450,100,7 Bright Hill Drive,False,True,Condominium,S$ ,,,/mo,1987.0,Fully Furnished,D20
411 SEMBAWANG DRIVE,https://www.propertyguru.com.sg/listing/hdb-for-rent-411-sembawang-drive-21850581,3900,1184,411 Sembawang Drive,False,False,HDB Flat,S$ ,3.0,2.0,/mo,1999,Partially Furnished,D27
THE NAUTICAL,https://www.propertyguru.com.sg/listing/24247518/for-rent-the-nautical,2900,441,93 Jalan Sendudok,True,False,Condominium,S$ ,,,/mo,2016,Partially Furnished,D27
SKYPARK RESIDENCES,https://www.propertyguru.com.sg/listing/21900424/for-rent-skypark-residences,1500,160,Sembawang Drive,False,True,Executive Condominium,S$ ,,,/mo,2017,Fully Furnished,D27
THE NAUTICAL,https://www.propertyguru.com.sg/listing/20099789/for-rent-the-nautical,4000,1100,93 Jalan Sendudok,False,False,Condominium,S$ ,3.0,2.0,/mo,2016,Partially Furnished,D27
399 YISHUN AVENUE 6,https://www.propertyguru.com.sg/listing/hdb-for-rent-399-yishun-avenue-6-24234601,3500,785,399 Yishun Avenue 6,False,False,HDB Flat,S$ ,2.0,2.0,/mo,1987,Partially Furnished,D27
391 YISHUN AVENUE 6,https://www.propertyguru.com.sg/listing/hdb-for-rent-391-yishun-avenue-6-24243258,4100,1528,391 Yishun Avenue 6,False,False,HDB Flat,S$ ,4.0,2.0,/mo,1987,Partially Furnished,D27
339A SEMBAWANG CLOSE,https://www.propertyguru.com.sg/listing/hdb-for-rent-339a-sembawang-close-24248252,1000,50,339A Sembawang Close,False,True,HDB Flat,S$ ,,,/mo,1999,Fully Furnished,D27
NORTH PARK RESIDENCES,https://www.propertyguru.com.sg/listing/21646565/for-rent-north-park-residences,3600,549,31 Yishun Central 1,False,False,Condominium,S$ ,2.0,1.0,/mo,2018,Partially Furnished,D27
9 CANBERRA DRIVE,https://www.propertyguru.com.sg/listing/24182576/for-rent-9-canberra-drive,1300,70,,False,True,Executive Condominium,S$ ,,,/mo,2015,Fully Furnished,D27
THE NAUTICAL,https://www.propertyguru.com.sg/listing/21782053/for-rent-the-nautical,3750,1000,93 Jalan Sendudok,False,False,Condominium,S$ ,2.0,2.0,/mo,2016,Partially Furnished,D27
329 YISHUN RING ROAD,https://www.propertyguru.com.sg/listing/hdb-for-rent-329-yishun-ring-road-24145489,3700,900,329 Yishun Ring Road,False,False,HDB Flat,S$ ,3.0,2.0,/mo,1986,Partially Furnished,D27
1 CANBERRA,https://www.propertyguru.com.sg/listing/24247886/for-rent-1-canberra,1980,350,7 Canberra Drive,False,False,Executive Condominium,S$ ,1.0,,/mo,2015,Fully Furnished,D27
327 SEMBAWANG CRESCENT,https://www.propertyguru.com.sg/listing/hdb-for-rent-327-sembawang-crescent-24228336,850,150,327 Sembawang Crescent,False,True,HDB Flat,S$ ,,,/mo,1997,Partially Furnished,D27
756 YISHUN STREET 72,https://www.propertyguru.com.sg/listing/hdb-for-rent-756-yishun-street-72-24248269,1350,140,756 Yishun Street 72,False,True,HDB Flat,S$ ,,,/mo,1984,,D27
SPRINGHILL,https://www.propertyguru.com.sg/listing/24247577/for-rent-springhill,1500,150,Sembawang Walk,False,True,Terraced House,S$ ,,,/mo,2008,Fully Furnished,D27
726 YISHUN STREET 71,https://www.propertyguru.com.sg/listing/hdb-for-rent-726-yishun-street-71-23980885,850,990,726 Yishun Street 71,False,True,HDB Flat,S$ ,,,/mo,1984,Fully Furnished,D27
ORCHID PARK CONDOMINIUM,https://www.propertyguru.com.sg/listing/24247121/for-rent-orchid-park-condominium,4200,958,81 Yishun Street 81,False,False,Condominium,S$ ,2.0,3.0,/mo,1994,Fully Furnished,D27
EIGHT COURTYARDS,https://www.propertyguru.com.sg/listing/24246598/for-rent-eight-courtyards,1200,108,12 Canberra Drive,False,True,Condominium,S$ ,,,/mo,2014,,D27
513 WELLINGTON CIRCLE,https://www.propertyguru.com.sg/listing/hdb-for-rent-513-wellington-circle-23723934,2000,430,513 Wellington Circle,False,False,HDB Flat,S$ ,1.0,1.0,/mo,2009,Fully Furnished,D27
SYMPHONY SUITES,https://www.propertyguru.com.sg/listing/24246394/for-rent-symphony-suites,4050,786,1 Yishun Close,False,False,Condominium,S$ ,3.0,2.0,/mo,2019,Fully Furnished,D27
SYCAMORE TREE,https://www.propertyguru.com.sg/listing/24256305/for-rent-sycamore-tree,3500,409,2 Fowlie Road,False,False,New Project: 2022,S$ ,1.0,1.0,/mo,,Fully Furnished,D15
POOLE ROAD,https://www.propertyguru.com.sg/listing/24167487/for-rent-poole-road,18000,4400,,False,False,Semi-Detached House,S$ ,6.0,6.0,/mo,,Partially Furnished,D15
MEYER ROAD,https://www.propertyguru.com.sg/listing/24219693/for-rent-meyer-road,18000,6400,,False,False,Bungalow House,S$ ,5.0,5.0,/mo,,Partially Furnished,D15
SYCAMORE TREE,https://www.propertyguru.com.sg/listing/24256291/for-rent-sycamore-tree,3300,376,2 Fowlie Road,False,False,New Project: 2022,S$ ,1.0,1.0,/mo,,Fully Furnished,D15
SEASIDE RESIDENCES,https://www.propertyguru.com.sg/listing/24182074/for-rent-seaside-residences,3749,506,18 Siglap Link,True,False,Apartment,S$ ,,,/mo,2021.0,Fully Furnished,D15
SYCAMORE TREE,https://www.propertyguru.com.sg/listing/24250022/for-rent-sycamore-tree,4000,441,2 Fowlie Road,False,False,New Project: 2022,S$ ,2.0,1.0,/mo,,Partially Furnished,D15
AMBER POINT,https://www.propertyguru.com.sg/listing/20966852/for-rent-amber-point,1300,110,1 Amber Road,False,True,Condominium,S$ ,,,/mo,1991.0,Fully Furnished,D15
SIGLAP V,https://www.propertyguru.com.sg/listing/24242141/for-rent-siglap-v,4600,979,2 First Street,False,False,Condominium,S$ ,2.0,2.0,/mo,2014.0,Fully Furnished,D15
SEASIDE RESIDENCES,https://www.propertyguru.com.sg/listing/23422699/for-rent-seaside-residences,4850,775,10 Siglap Link,False,False,Condominium,S$ ,2.0,2.0,/mo,2021.0,Fully Furnished,D15
GOODMAN ROAD DETACHED 5BED 6BATH,https://www.propertyguru.com.sg/listing/24247525/for-rent-goodman-road-detached-5bed-6bath,17500,5930,GoodmanRoad,False,False,Detached House,S$ ,5.0,6.0,/mo,,Partially Furnished,D15
BETA GROVE,https://www.propertyguru.com.sg/listing/20811507/for-rent-beta-grove,5300,1668,80K Lorong J Telok Kurau,False,False,Apartment,S$ ,4.0,3.0,/mo,,Partially Furnished,D15
PEBBLE BAY,https://www.propertyguru.com.sg/listing/21526533/for-rent-pebble-bay,12800,2336,130 Tanjong Rhu Road,False,False,Condominium,S$ ,3.0,4.0,/mo,1998.0,Partially Furnished,D15
SEASIDE RESIDENCES,https://www.propertyguru.com.sg/listing/23976600/for-rent-seaside-residences,3950,506,10 Siglap Link,False,False,Apartment,S$ ,1.0,1.0,/mo,2021.0,Partially Furnished,D15
SEMI DETACHED LANDED,https://www.propertyguru.com.sg/listing/24256172/for-rent-semi-detached-landed,18000,4344,Poole Road,False,False,Semi-Detached House,S$ ,6.0,5.0,/mo,,Partially Furnished,D15
8M RESIDENCES,https://www.propertyguru.com.sg/listing/24256164/for-rent-8m-residences,3800,527,8 Margate Road,False,False,Condominium,S$ ,1.0,1.0,/mo,2017.0,Fully Furnished,D15
SEMI-DETACHED IN EAST COAST LANDED ENCLAVE,https://www.propertyguru.com.sg/listing/24251334/for-rent-semi-detached-in-east-coast-landed-enclave,18000,4344,Poole Road,False,False,Semi-Detached House,S$ ,6.0,5.0,/mo,,Partially Furnished,D15
SUNSHINE REGENCY,https://www.propertyguru.com.sg/listing/21387711/for-rent-sunshine-regency,4900,893,11 Rambai Road,False,False,Apartment,S$ ,3.0,2.0,/mo,2007.0,,D15
