property_name,listing_href,price,floor_area,property_address,is_studio,is_room,property_type,currency,num_bedrooms,num_bathrooms,price_period,build_year,furnished,district_code
CORAL ISLAND,https://www.propertyguru.com.sg/listing/24060398/for-rent-coral-island,70000,14747,Ocean Drive,False,False,Good Class Bungalow,S$ ,7.0,7.0,/mo,2008.0,,D04
THE TAPESTRY,https://www.propertyguru.com.sg/listing/24219792/for-rent-the-tapestry,3300,441,59 Tampines Street 86,False,False,Condominium,S$ ,1.0,1.0,/mo,2021,Fully Furnished,D18
902 TAMPINES AVENUE 4,https://www.propertyguru.com.sg/listing/hdb-for-rent-902-tampines-avenue-4-24231081,1300,100,902 Tampines Avenue 4,False,True,HDB Flat,S$ ,,,/mo,1983,Fully Furnished,D18
507 PASIR RIS STREET 52,https://www.propertyguru.com.sg/listing/hdb-for-rent-507-pasir-ris-street-52-24186763,1488,180,507 Pasir Ris Street 52,False,True,HDB Flat,S$ ,,,/mo,1992,,D18
MELVILLE PARK,https://www.propertyguru.com.sg/listing/24221649/for-rent-melville-park,4500,1044,20 Simei Street 1,False,False,Apartment,S$ ,2.0,2.0,/mo,1996,Partially Furnished,D18
RIPPLE BAY,https://www.propertyguru.com.sg/listing/24065500/for-rent-ripple-bay,3800,775,4 Pasir Ris Link,False,False,Condominium,S$ ,2.0,2.0,/mo,2016,Fully Furnished,D18
SEA ESTA,https://www.propertyguru.com.sg/listing/24188832/for-rent-sea-esta,3000,517,18 Pasir Ris Link,False,False,Condominium,S$ ,1.0,1.0,/mo,2016,Fully Furnished,D18
204 PASIR RIS STREET 21,https://www.propertyguru.com.sg/listing/hdb-for-rent-204-pasir-ris-street-21-24229262,5000,1582,204 Pasir Ris Street 21,False,False,HDB Flat,S$ ,3.0,2.0,/mo,1992,Fully Furnished,D18
368 TAMPINES STREET 34,https://www.propertyguru.com.sg/listing/hdb-for-rent-368-tampines-street-34-24218541,4300,1313,368 Tampines Street 34,False,False,HDB Flat,S$ ,3.0,2.0,/mo,1995,Fully Furnished,D18
716 PASIR RIS STREET 72,https://www.propertyguru.com.sg/listing/hdb-for-rent-716-pasir-ris-street-72-24229466,900,90,716 Pasir Ris Street 72,False,True,HDB Flat,S$ ,,,/mo,1994,Fully Furnished,D18
D'NEST,https://www.propertyguru.com.sg/listing/24224593/for-rent-d-nest,4000,753,133 Pasir Ris Grove,False,False,Condominium,S$ ,2.0,2.0,/mo,2017,Fully Furnished,D18
RIPPLE BAY,https://www.propertyguru.com.sg/listing/24218839/for-rent-ripple-bay,3800,775,4 Pasir Ris Link,False,False,Condominium,S$ ,2.0,2.0,/mo,2016,Fully Furnished,D18
Q BAY RESIDENCES,https://www.propertyguru.com.sg/listing/23085163/for-rent-q-bay-residences,2600,150,1 Tampines Street 86,True,False,Condominium,S$ ,,,/mo,2017,Fully Furnished,D18
142 PASIR RIS STREET 11,https://www.propertyguru.com.sg/listing/hdb-for-rent-142-pasir-ris-street-11-24228632,1300,200,142 Pasir Ris Street 11,False,True,HDB Flat,S$ ,,,/mo,1993,Partially Furnished,D18
530A PASIR RIS DRIVE 1,https://www.propertyguru.com.sg/listing/hdb-for-rent-530a-pasir-ris-drive-1-24228613,1400,150,530A Pasir Ris Drive 1,False,True,HDB Flat,S$ ,,,/mo,2015,Fully Furnished,D18
THE PALETTE,https://www.propertyguru.com.sg/listing/24012340/for-rent-the-palette,6000,1055,111 Pasir Ris Grove,False,False,Condominium,S$ ,3.0,3.0,/mo,2016,Fully Furnished,D18
D'NEST,https://www.propertyguru.com.sg/listing/24063095/for-rent-d-nest,6800,947,137 Pasir Ris Grove,False,False,Condominium,S$ ,3.0,2.0,/mo,2017,Fully Furnished,D18
D'NEST,https://www.propertyguru.com.sg/listing/23935737/for-rent-d-nest,6800,936,145 Pasir Ris Grove,False,False,Condominium,S$ ,3.0,2.0,/mo,2017,Partially Furnished,D18
THE PALETTE,https://www.propertyguru.com.sg/listing/23861787/for-rent-the-palette,6000,753,103 Pasir Ris Grove,False,False,Condominium,S$ ,2.0,2.0,/mo,2016,Fully Furnished,D18
486B TAMPINES AVENUE 9,https://www.propertyguru.com.sg/listing/hdb-for-rent-486b-tampines-avenue-9-24216898,4300,1518,486B Tampines Avenue 9,False,False,HDB Flat,S$ ,3.0,2.0,/mo,1993,,D18
SAVANNAH CONDOPARK,https://www.propertyguru.com.sg/listing/24228455/for-rent-savannah-condopark,1500,80,31 Simei Rise,False,True,Condominium,S$ ,,,/mo,2005,,D18
THE COLONNADE,https://www.propertyguru.com.sg/listing/22437181/for-rent-the-colonnade,30000,3993,82 Grange Road,False,False,Condominium,S$ ,3,3,/mo,1986.0,Partially Furnished,D10
THE COLONNADE,https://www.propertyguru.com.sg/listing/23143042/for-rent-the-colonnade,20000,3616,82 Grange Road,False,False,Condominium,S$ ,3,4,/mo,1986.0,Partially Furnished,D10
DRAYCOTT EIGHT,https://www.propertyguru.com.sg/listing/24244005/for-rent-draycott-eight,22000,2864,10 Draycott Park,False,False,Condominium,S$ ,4,5,/mo,2006.0,Partially Furnished,D10
DUCHESS GARDENS,https://www.propertyguru.com.sg/listing/24176425/for-rent-duchess-gardens,22000,5500,Duchess Avenue,False,False,Detached House,S$ ,7,4,/mo,1975.0,Partially Furnished,D10
PARVIS,https://www.propertyguru.com.sg/listing/24211555/for-rent-parvis,18000,2800,18 Holland Hill,False,False,Condominium,S$ ,4,4,/mo,2012.0,Partially Furnished,D10
PARVIS,https://www.propertyguru.com.sg/listing/22058613/for-rent-parvis,18000,2800,18 Holland Hill,False,False,Condominium,S$ ,4,4,/mo,2012.0,Partially Furnished,D10
THE COLONNADE,https://www.propertyguru.com.sg/listing/24149887/for-rent-the-colonnade,30000,3993,82 Grange Road,False,False,Condominium,S$ ,4,4,/mo,1986.0,Partially Furnished,D10
ARDMORE RESIDENCE,https://www.propertyguru.com.sg/listing/22297293/for-rent-ardmore-residence,45000,3185,7 Ardmore Park,False,False,Condominium,S$ ,4,6,/mo,2013.0,Partially Furnished,D10
HANA,https://www.propertyguru.com.sg/listing/22297456/for-rent-hana,45000,3531,8 Tomlinson Road,False,False,Apartment,S$ ,4,5,/mo,2014.0,Partially Furnished,D10
OLD HOLLAND ROAD VICINITY RESORT GCB,https://www.propertyguru.com.sg/listing/23971991/for-rent-old-holland-road-vicinity-resort-gcb,120000,25008,,False,False,Good Class Bungalow,S$ ,6,8,/mo,,Partially Furnished,D10
VALLEY PARK,https://www.propertyguru.com.sg/listing/24243173/for-rent-valley-park,19000,3272,483 River Valley Road,False,False,Condominium,S$ ,4,4,/mo,1997.0,Partially Furnished,D10
❤️ BEAUTIFUL TROPICAL GCB ❤️,https://www.propertyguru.com.sg/listing/24198896/for-rent-beautiful-tropical-gcb,58000,10000,Holland/Botanical,False,False,Good Class Bungalow,S$ ,7,7,/mo,,,D10
VILLAS HOLLAND,https://www.propertyguru.com.sg/listing/24200039/for-rent-villas-holland,60000,12500,Bukit Sedap Road,False,False,Detached House,S$ ,6,6,/mo,,Partially Furnished,D10
ORANGE GROVE RESIDENCE,https://www.propertyguru.com.sg/listing/23013214/for-rent-orange-grove-residence,13000,1992,"37 Orange Grove Road, Orange Grove Residence",False,False,Condominium,S$ ,3,3,/mo,2010.0,Partially Furnished,D10
PINEWOOD GARDENS,https://www.propertyguru.com.sg/listing/24207434/for-rent-pinewood-gardens,8000,1636,21 Balmoral Park,False,False,Condominium,S$ ,3,3,/mo,1990.0,,D10
THE ORION,https://www.propertyguru.com.sg/listing/24243449/for-rent-the-orion,8000,1500,6C Orange Grove Road,False,False,Apartment,S$ ,3,3,/mo,2008.0,Fully Furnished,D10
THE SOLITAIRE,https://www.propertyguru.com.sg/listing/24243287/for-rent-the-solitaire,8500,1561,5A Balmoral Park,False,False,Apartment,S$ ,3,2,/mo,2011.0,Partially Furnished,D10
ROYALGREEN,https://www.propertyguru.com.sg/listing/24203542/for-rent-royalgreen,5388,667,2A Anamalai Avenue,False,False,New Project: 2022,S$ ,2,2,/mo,,,D10
91 DUCHESS AVENUE,https://www.propertyguru.com.sg/listing/24228760/for-rent-91-duchess-avenue,22000,5500,,False,False,Detached House,S$ ,7,4,/mo,,Partially Furnished,D10
PARVIS,https://www.propertyguru.com.sg/listing/24228688/for-rent-parvis,18000,2800,18 Holland Hill,False,False,Condominium,S$ ,4,3,/mo,2012.0,Partially Furnished,D10
WING FONG COURT,https://www.propertyguru.com.sg/listing/24238995/for-rent-wing-fong-court,1400,100,10 Lorong 14 Geylang,False,True,Condominium,S$ ,,,/mo,1997.0,Fully Furnished,D14
ASTORIA PARK,https://www.propertyguru.com.sg/listing/23747296/for-rent-astoria-park,1400,150,28 Lorong Mydin,False,True,Condominium,S$ ,,,/mo,1995.0,Fully Furnished,D14
GUILLEMARD EDGE,https://www.propertyguru.com.sg/listing/24244476/for-rent-guillemard-edge,3000,441,38 Lorong 30 Geylang,False,False,Condominium,S$ ,1.0,1.0,/mo,2015.0,Partially Furnished,D14
PARC ESTA,https://www.propertyguru.com.sg/listing/24233200/for-rent-parc-esta,5000,635,912 Sims Avenue,False,False,New Project: 2022,S$ ,2.0,1.0,/mo,,Partially Furnished,D14
CASCATA,https://www.propertyguru.com.sg/listing/23832335/for-rent-cascata,1500,130,7 Teo Kim Eng Road,False,True,Condominium,S$ ,,,/mo,2005.0,Fully Furnished,D14
TRE RESIDENCES,https://www.propertyguru.com.sg/listing/24239870/for-rent-tre-residences,2300,218,9 Geylang East Avenue 1,True,False,Condominium,S$ ,,,/mo,2018.0,Fully Furnished,D14
PARC ESTA,https://www.propertyguru.com.sg/listing/24232655/for-rent-parc-esta,4300,452,912 Sims Avenue,False,False,New Project: 2022,S$ ,1.0,1.0,/mo,,Partially Furnished,D14
PARC ESTA,https://www.propertyguru.com.sg/listing/24232676/for-rent-parc-esta,5000,635,912 Sims Avenue,False,False,New Project: 2022,S$ ,2.0,1.0,/mo,,Partially Furnished,D14
WATERBANK AT DAKOTA,https://www.propertyguru.com.sg/listing/24258272/for-rent-waterbank-at-dakota,20000,2820,78 Dakota Crescent,False,False,Condominium,S$ ,5.0,5.0,/mo,2013.0,,D14
PARC ESTA,https://www.propertyguru.com.sg/listing/24232491/for-rent-parc-esta,3900,452,822 Sims Avenue,False,False,New Project: 2022,S$ ,1.0,1.0,/mo,,Partially Furnished,D14
TRE RESIDENCES,https://www.propertyguru.com.sg/listing/24235348/for-rent-tre-residences,5000,750,7 Geylang East Avenue 1,False,False,Condominium,S$ ,3.0,2.0,/mo,2018.0,Fully Furnished,D14
LOTUS AT PAYA LEBAR,https://www.propertyguru.com.sg/listing/23866864/for-rent-lotus-at-paya-lebar,5690,764,11 Paya Lebar Road,False,False,Condominium,S$ ,1.0,1.0,/mo,2014.0,Fully Furnished,D14
PARC ESTA,https://www.propertyguru.com.sg/listing/24241909/for-rent-parc-esta,6000,840,912 Sims Avenue,False,False,New Project: 2022,S$ ,2.0,2.0,/mo,,Partially Furnished,D14
PARC ESTA,https://www.propertyguru.com.sg/listing/24083806/for-rent-parc-esta,3800,452,904 Sims Avenue,False,False,New Project: 2022,S$ ,1.0,1.0,/mo,,Partially Furnished,D14
SUITES @ SIMS,https://www.propertyguru.com.sg/listing/23593727/for-rent-suites-sims,2900,344,468 Sims Ave,False,False,Condominium,S$ ,1.0,1.0,/mo,2014.0,Fully Furnished,D14
28 CASSIA CRESCENT,https://www.propertyguru.com.sg/listing/hdb-for-rent-28-cassia-crescent-24256811,4200,1109,28 Cassia Crescent,False,False,HDB Flat,S$ ,3.0,2.0,/mo,1997.0,Partially Furnished,D14
CITY PLAZA,https://www.propertyguru.com.sg/listing/23358490/for-rent-city-plaza,1500,100,810 Geylang Road,False,True,Apartment,S$ ,,,/mo,1972.0,Fully Furnished,D14
RESIDENCES 88,https://www.propertyguru.com.sg/listing/24152515/for-rent-residences-88,1200,300,88 Lorong Marican,False,True,Apartment,S$ ,,,/mo,2013.0,Fully Furnished,D14
❤️CHARMING LANDED HOUSE FOR RENT! ❤️MINS' WALK TO MRT! ❤️MINS' AWAY FROM AMENITIES!,https://www.propertyguru.com.sg/listing/24217599/for-rent-charming-landed-house-for-rent-mins-walk-to-mrt-mins-away-from-amenities,12000,2500,Kembangan / Eunos / Sims Avenue,False,False,Corner Terrace,S$ ,5.0,5.0,/mo,,Partially Furnished,D14
1 POOLE ROAD,https://www.propertyguru.com.sg/listing/24258399/for-rent-1-poole-road,18000,4344,1 Poole road,False,False,Semi-Detached House,S$ ,6.0,5.0,/mo,,,D14
ECOPOLITAN,https://www.propertyguru.com.sg/listing/24258414/for-rent-ecopolitan,5200,1195,132 Punggol Walk,False,False,Executive Condominium,S$ ,4.0,3.0,/mo,2016,Fully Furnished,D19
832 HOUGANG CENTRAL,https://www.propertyguru.com.sg/listing/hdb-for-rent-832-hougang-central-24255175,1100,200,832 Hougang Central,False,True,HDB Flat,S$ ,,,/mo,1991,Fully Furnished,D19
984B BUANGKOK LINK,https://www.propertyguru.com.sg/listing/hdb-for-rent-984b-buangkok-link-24165227,3600,1184,984B Buangkok Link,False,False,HDB Flat,S$ ,3.0,2.0,/mo,2002,Fully Furnished,D19
CHILTERN PARK,https://www.propertyguru.com.sg/listing/24238656/for-rent-chiltern-park,6300,1550,131 Serangoon Avenue 3,False,False,Condominium,S$ ,3.0,3.0,/mo,1995,Partially Furnished,D19
186B RIVERVALE DRIVE,https://www.propertyguru.com.sg/listing/hdb-for-rent-186b-rivervale-drive-24258489,1300,1614,186B Rivervale Drive,False,True,HDB Flat,S$ ,,,/mo,1999,Fully Furnished,D19
303B ANCHORVALE LINK,https://www.propertyguru.com.sg/listing/hdb-for-rent-303b-anchorvale-link-24244838,1500,250,303B Anchorvale Link,False,True,HDB Flat,S$ ,,,/mo,1999,Partially Furnished,D19
696 HOUGANG STREET 61,https://www.propertyguru.com.sg/listing/hdb-for-rent-696-hougang-street-61-24019024,3800,1120,696 Hougang Street 61,False,False,HDB Flat,S$ ,3.0,2.0,/mo,1986,Fully Furnished,D19
CHERRYHILL,https://www.propertyguru.com.sg/listing/24258351/for-rent-cherryhill,4500,1066,21 Lorong Lew Lian,False,False,Condominium,S$ ,2.0,2.0,/mo,1994,Partially Furnished,D19
159 HOUGANG STREET 11,https://www.propertyguru.com.sg/listing/hdb-for-rent-159-hougang-street-11-24247406,1100,140,159 Hougang Street 11,False,True,HDB Flat,S$ ,,,/mo,1997,,D19
307D ANCHORVALE ROAD,https://www.propertyguru.com.sg/listing/hdb-for-rent-307d-anchorvale-road-24240932,4000,1184,307D Anchorvale Road,False,False,HDB Flat,S$ ,3.0,2.0,/mo,2000,,D19
642D PUNGGOL DRIVE,https://www.propertyguru.com.sg/listing/hdb-for-rent-642d-punggol-drive-24258323,1000,100,642D Punggol Drive,False,True,HDB Flat,S$ ,,,/mo,2002,Fully Furnished,D19
627 HOUGANG AVENUE 8,https://www.propertyguru.com.sg/listing/hdb-for-rent-627-hougang-avenue-8-24258422,4000,904,627 Hougang Avenue 8,False,False,HDB Flat,S$ ,3.0,2.0,/mo,1986,Partially Furnished,D19
221 SERANGOON AVENUE 4,https://www.propertyguru.com.sg/listing/hdb-for-rent-221-serangoon-avenue-4-24258310,3500,731,221 Serangoon Avenue 4,False,False,HDB Flat,S$ ,2.0,2.0,/mo,1984,Fully Furnished,D19
LA FIESTA,https://www.propertyguru.com.sg/listing/24250161/for-rent-la-fiesta,5000,893,52 Sengkang Square,False,False,Condominium,S$ ,2.0,2.0,/mo,2016,Partially Furnished,D19
956 HOUGANG STREET 91,https://www.propertyguru.com.sg/listing/hdb-for-rent-956-hougang-street-91-19507279,4000,1248,956 Hougang Street 91,False,False,HDB Flat,S$ ,3.0,2.0,/mo,1997,Fully Furnished,D19
311D ANCHORVALE LANE,https://www.propertyguru.com.sg/listing/hdb-for-rent-311d-anchorvale-lane-24236061,900,100,311D Anchorvale Lane,False,True,HDB Flat,S$ ,,,/mo,2000,Fully Furnished,D19
328 SERANGOON AVENUE 3,https://www.propertyguru.com.sg/listing/hdb-for-rent-328-serangoon-avenue-3-23326967,4300,1119,328 Serangoon Avenue 3,False,False,HDB Flat,S$ ,3.0,2.0,/mo,1985,Fully Furnished,D19
JADE RESIDENCES,https://www.propertyguru.com.sg/listing/20631538/for-rent-jade-residences,3800,527,1 Lew Lian Vale,False,False,Apartment,S$ ,2.0,1.0,/mo,2017,Partially Furnished,D19
473C UPPER SERANGOON CRESCENT,https://www.propertyguru.com.sg/listing/hdb-for-rent-473c-upper-serangoon-crescent-24252050,900,150,473C Upper Serangoon Crescent,False,True,HDB Flat,S$ ,,,/mo,2016,Partially Furnished,D19
303A PUNGGOL CENTRAL,https://www.propertyguru.com.sg/listing/hdb-for-rent-303a-punggol-central-24255318,1300,300,303A Punggol Central,False,True,HDB Flat,S$ ,,,/mo,2009,Partially Furnished,D19
SOPHIA HILLS,https://www.propertyguru.com.sg/listing/21336804/for-rent-sophia-hills,6000,700,27 Mount Sophia,False,False,Condominium,S$ ,2.0,2.0,/mo,2018.0,Partially Furnished,D09
PEACE MANSIONS,https://www.propertyguru.com.sg/listing/24257747/for-rent-peace-mansions,1300,120,1 Sophia Road,False,True,Apartment,S$ ,,,/mo,1976.0,Fully Furnished,D09
NIVEN ROAD,https://www.propertyguru.com.sg/listing/23837053/for-rent-niven-road,9000,2400,21 Niven Road,False,False,Town House,S$ ,3.0,3.0,/mo,,Partially Furnished,D09
SUITES AT ORCHARD,https://www.propertyguru.com.sg/listing/23518988/for-rent-suites-at-orchard,5499,807,38 Handy Road,False,False,Condominium,S$ ,1.0,1.0,/mo,2015.0,Partially Furnished,D09
3 CUSCADEN,https://www.propertyguru.com.sg/listing/24257587/for-rent-3-cuscaden,8500,731,3 Cuscaden Walk,False,False,Condominium,S$ ,2.0,2.0,/mo,2021.0,Partially Furnished,D09
3 CUSCADEN,https://www.propertyguru.com.sg/listing/24257612/for-rent-3-cuscaden,8500,731,3 Cuscaden Walk,False,False,Condominium,S$ ,2.0,2.0,/mo,2021.0,Partially Furnished,D09
CAIRNHILL NINE,https://www.propertyguru.com.sg/listing/22105481/for-rent-cairnhill-nine,6500,746,15 Cairnhill Road,False,False,Condominium,S$ ,2.0,1.0,/mo,2017.0,Partially Furnished,D09
SOPHIA HILLS,https://www.propertyguru.com.sg/listing/24215317/for-rent-sophia-hills,4350,500,5 Mount Sophia,False,False,Condominium,S$ ,1.0,1.0,/mo,2018.0,Partially Furnished,D09
1919,https://www.propertyguru.com.sg/listing/24257529/for-rent-1919,6900,1000,110 Sophia Road,False,False,Apartment,S$ ,2.0,1.0,/mo,2015.0,Partially Furnished,D09
SOPHIA HILLS,https://www.propertyguru.com.sg/listing/22609745/for-rent-sophia-hills,4100,450,23 Mount Sophia,False,False,Condominium,S$ ,1.0,1.0,/mo,2018.0,Fully Furnished,D09
SOCIUS@ORCHARD PENTHOUSE CO-LIVING,https://www.propertyguru.com.sg/listing/23492141/for-rent-socius-orchard-penthouse-co-living,1450,80,"Kim Sia Court, 19 Jln Jintan",False,True,Apartment,S$ ,,,/mo,,Fully Furnished,D09
THE PEAK @ CAIRNHILL II,https://www.propertyguru.com.sg/listing/24182159/for-rent-the-peak-cairnhill-ii,6500,904,61 Cairnhill Circle,False,False,Condominium,S$ ,2.0,2.0,/mo,2015.0,Partially Furnished,D09
THE PEAK @ CAIRNHILL II,https://www.propertyguru.com.sg/listing/23753979/for-rent-the-peak-cairnhill-ii,7000,904,61 Cairnhill Circle,False,False,Apartment,S$ ,2.0,2.0,/mo,2015.0,Partially Furnished,D09
ESPADA,https://www.propertyguru.com.sg/listing/24182222/for-rent-espada,4900,646,48 Saint Thomas Walk,False,False,Condominium,S$ ,2.0,1.0,/mo,2013.0,,D09
3 CUSCADEN,https://www.propertyguru.com.sg/listing/24252842/for-rent-3-cuscaden,5200,474,3 Cuscaden Walk,False,False,Condominium,S$ ,1.0,1.0,/mo,2021.0,Partially Furnished,D09
OUE TWIN PEAKS,https://www.propertyguru.com.sg/listing/19913129/for-rent-oue-twin-peaks,5500,571,33 Leonie Hill Road,False,False,Condominium,S$ ,1.0,1.0,/mo,2015.0,Partially Furnished,D09
THE TRILLIUM,https://www.propertyguru.com.sg/listing/24257520/for-rent-the-trillium,12500,1798,118 Kim Seng Road,False,False,Condominium,S$ ,3.0,4.0,/mo,2010.0,Partially Furnished,D09
3 CUSCADEN,https://www.propertyguru.com.sg/listing/24244757/for-rent-3-cuscaden,10000,764,3 Cuscaden Walk,False,False,Condominium,S$ ,2.0,2.0,/mo,2021.0,Partially Furnished,D09
PARC SOPHIA,https://www.propertyguru.com.sg/listing/24233608/for-rent-parc-sophia,4900,667,12 Adis Road,False,False,Apartment,S$ ,2.0,1.0,/mo,2013.0,,D09
MACKENZIE 88,https://www.propertyguru.com.sg/listing/23395490/for-rent-mackenzie-88,5100,850,88 Mackenzie Road,False,False,Apartment,S$ ,2.0,2.0,/mo,2010.0,Fully Furnished,D09
ARDMORE RESIDENCE,https://www.propertyguru.com.sg/listing/21864960/for-rent-ardmore-residence,40000,3180,7 Ardmore Park,False,False,Condominium,S$ ,4.0,5.0,/mo,2013.0,,D10
PEIRCE VILLAS,https://www.propertyguru.com.sg/listing/24170084/for-rent-peirce-villas,70000,10000,Swettenham Road,False,False,Detached House,S$ ,6.0,7.0,/mo,2000.0,,D10
8A EMPRESS ROAD,https://www.propertyguru.com.sg/listing/hdb-for-rent-8a-empress-road-23677784,1350,120,8A Empress Road,False,True,HDB Flat,S$ ,,,/mo,1997.0,Fully Furnished,D10
TAN KIM CHENG ROAD,https://www.propertyguru.com.sg/listing/24250134/for-rent-tan-kim-cheng-road,35000,7400,,False,False,Bungalow House,S$ ,5.0,5.0,/mo,,Partially Furnished,D10
CLIVEDEN AT GRANGE,https://www.propertyguru.com.sg/listing/21027679/for-rent-cliveden-at-grange,29000,6028,100 Grange Road,False,False,Condominium,S$ ,5.0,6.0,/mo,2011.0,Partially Furnished,D10
SWETTENHAM ROAD,https://www.propertyguru.com.sg/listing/8198387/for-rent-swettenham-road,60000,10000,Swettenham Road,False,False,Good Class Bungalow,S$ ,6.0,7.0,/mo,,Partially Furnished,D10
⭐ GOOD CLASS BUNGALOW BISTROGATE OFF ORCHARD,https://www.propertyguru.com.sg/listing/22614505/for-rent-good-class-bungalow-bistrogate-off-orchard,60000,8600,Bishopsgate,False,False,Good Class Bungalow,S$ ,5.0,7.0,/mo,,Partially Furnished,D10
13 HOLLAND DRIVE,https://www.propertyguru.com.sg/listing/hdb-for-rent-13-holland-drive-24249877,4200,936,13 Holland Drive,False,False,HDB Flat,S$ ,3.0,2.0,/mo,1974.0,Partially Furnished,D10
WILBY ROAD WITH 14000SF LAND,https://www.propertyguru.com.sg/listing/24249779/for-rent-wilby-road-with-14000sf-land,28000,8000,,False,False,Detached House,S$ ,6.0,4.0,/mo,,Partially Furnished,D10
THE DRAYCOTT,https://www.propertyguru.com.sg/listing/24164252/for-rent-the-draycott,19500,2637,50 Draycott Park,False,False,Apartment,S$ ,3.0,4.0,/mo,1980.0,Partially Furnished,D10
GOOD CLASS BUNGALOW FOR RENT,https://www.propertyguru.com.sg/listing/24232530/for-rent-good-class-bungalow-for-rent,40000,10000,Binjai park,False,False,Good Class Bungalow,S$ ,6.0,5.0,/mo,2010.0,Partially Furnished,D10
ROYALGREEN,https://www.propertyguru.com.sg/listing/24249906/for-rent-royalgreen,9988,1066,2 Anamalai Avenue,False,False,New Project: 2022,S$ ,3.0,3.0,/mo,,Partially Furnished,D10
DUNEARN CORONATION BOTANIC GARDENS,https://www.propertyguru.com.sg/listing/24249757/for-rent-dunearn-coronation-botanic-gardens,25000,4500,,False,False,Detached House,S$ ,4.0,4.0,/mo,,Partially Furnished,D10
LEEDON RESIDENCE,https://www.propertyguru.com.sg/listing/24249808/for-rent-leedon-residence,45000,5694,10 Leedon Heights,False,False,Condominium,S$ ,5.0,5.0,/mo,2015.0,Fully Furnished,D10
停放6辆汽车 BOTANIC GARDENS DUNEARN BUNGALOW,https://www.propertyguru.com.sg/listing/24249689/for-rent-%E5%81%9C%E6%94%BE6%E8%BE%86%E6%B1%BD%E8%BD%A6-botanic-gardens-dunearn-bungalow,25000,4500,,False,False,Detached House,S$ ,4.0,4.0,/mo,,Partially Furnished,D10
6 GHIM MOH ROAD,https://www.propertyguru.com.sg/listing/hdb-for-rent-6-ghim-moh-road-24249670,3600,721,6 Ghim Moh Road,False,False,HDB Flat,S$ ,2.0,1.0,/mo,1975.0,Partially Furnished,D10
BOTANIC GARDENS CORONATION HWA CHONG DUNEARN VICINITY,https://www.propertyguru.com.sg/listing/24249667/for-rent-botanic-gardens-coronation-hwa-chong-dunearn-vicinity,25000,4500,,False,False,Detached House,S$ ,4.0,4.0,/mo,,Partially Furnished,D10
ROYALGREEN,https://www.propertyguru.com.sg/listing/24218190/for-rent-royalgreen,6580,818,2 Anamalai Avenue,False,False,New Project: 2022,S$ ,2.0,2.0,/mo,,Fully Furnished,D10
NAMLY DRIVE BUKIT TIMAH SEMI DETACHED HOUSE RENT LEASE,https://www.propertyguru.com.sg/listing/24247231/for-rent-namly-drive-bukit-timah-semi-detached-house-rent-lease,13949,3500,Namly Drive,False,False,Semi-Detached House,S$ ,4.0,3.0,/mo,,Partially Furnished,D10
COLIWOO - LUTHERAN ( CONVENIENT FOR NUS STUDENT /  NEAR ORCHARD ROAD ),https://www.propertyguru.com.sg/listing/23978551/for-rent-coliwoo-lutheran-convenient-for-nus-student-near-orchard-road,1950,250,"1A Lutheran Rd , Singapore 267745",False,True,Apartment,S$ ,,,/mo,,Fully Furnished,D10
CITYLIFE @ TAMPINES,https://www.propertyguru.com.sg/listing/24226439/for-rent-citylife-tampines,5500,1098,51 Tampines Central 7,False,False,Executive Condominium,S$ ,3.0,2.0,/mo,2016,Fully Furnished,D18
ARC AT TAMPINES,https://www.propertyguru.com.sg/listing/24227404/for-rent-arc-at-tampines,4800,958,3 Tampines Avenue 8,False,False,Executive Condominium,S$ ,3.0,2.0,/mo,2014,Partially Furnished,D18
158 TAMPINES STREET 12,https://www.propertyguru.com.sg/listing/hdb-for-rent-158-tampines-street-12-24219954,1600,100,158 Tampines Street 12,False,True,HDB Flat,S$ ,,,/mo,1983,Fully Furnished,D18
494C TAMPINES STREET 43,https://www.propertyguru.com.sg/listing/hdb-for-rent-494c-tampines-street-43-24249868,750,100,494C Tampines Street 43,False,True,HDB Flat,S$ ,,,/mo,1992,Fully Furnished,D18
WATERCOLOURS,https://www.propertyguru.com.sg/listing/24215146/for-rent-watercolours,2000,300,23 Pasir Ris Link,True,False,Executive Condominium,S$ ,,,/mo,2016,Partially Furnished,D18
SEA ESTA,https://www.propertyguru.com.sg/listing/24250549/for-rent-sea-esta,2900,613,18 Pasir Ris Link,False,False,Condominium,S$ ,1.0,1.0,/mo,2016,Fully Furnished,D18
THE RIVERINA,https://www.propertyguru.com.sg/listing/24195579/for-rent-the-riverina,1300,150,45 Riverina View,False,True,Terraced House,S$ ,,,/mo,2001,Partially Furnished,D18
530D PASIR RIS DRIVE 1,https://www.propertyguru.com.sg/listing/hdb-for-rent-530d-pasir-ris-drive-1-24246232,4300,926,530D Pasir Ris Drive 1,False,False,HDB Flat,S$ ,4.0,2.0,/mo,2015,Partially Furnished,D18
SEA ESTA,https://www.propertyguru.com.sg/listing/24227797/for-rent-sea-esta,3600,646,18 Pasir Ris Link,False,False,Condominium,S$ ,2.0,1.0,/mo,2016,,D18
530D PASIR RIS DRIVE 1,https://www.propertyguru.com.sg/listing/hdb-for-rent-530d-pasir-ris-drive-1-23890997,4300,926,530D Pasir Ris Drive 1,False,False,HDB Flat,S$ ,3.0,2.0,/mo,2015,,D18
