project_id,rent,low_area_sqm,high_area_sqm,low_area_sqft,high_area_sqft,lease_date,no_of_bedrooms,street_name,project_name,district,property_type,longitude,latitude,id,category_name
68,4800,100,110,1100,1200,2022-10-01,3,HILLVIEW AVENUE,THE LANAI,23,1,103.76154620107424,1.35609018064327,1,Non-landed Properties
628,6000,100,110,1100,1200,2022-10-01,2,GOPENG STREET,ICON,2,1,103.844491340773,1.27516770737518,1,Non-landed Properties
699,2700,100,110,1100,1200,2022-10-01,2,LORONG CHUAN,CHUAN PARK,19,1,103.86444481446112,1.3524722109459355,1,Non-landed Properties
1490,4200,100,110,1100,1200,2022-10-01,2,BEDOK ROAD,COUNTRY PARK CONDOMINIUM,16,1,103.9542840156174,1.3211773314682391,1,Non-landed Properties
1520,4000,100,110,1100,1200,2022-10-01,3,JALAN RAJAWALI,GRAND REGENCY,21,1,103.768830850148,1.343311300021895,1,Non-landed Properties
1856,3500,100,110,1100,1200,2022-10-01,2,BUKIT TIMAH ROAD,SIXTH AVENUE CENTRE,10,1,103.79500253329,1.33143049540259,1,Non-landed Properties
362,4300,100,110,1100,1200,2022-10-01,3,JALAN EUNOS,EUHABITAT,14,1,103.9082924993547,1.3279756699477869,1,Non-landed Properties
74,2800,100,110,1100,1200,2022-10-01,3,LORONG 40 GEYLANG,THE SUNNY SPRING,14,1,103.88941463278331,1.3124035823263669,1,Non-landed Properties
1479,4800,100,110,1100,1200,2022-10-01,3,JALAN DATOH,THE CITRINE,12,1,103.8433282596735,1.327327046986305,1,Non-landed Properties
820,5500,100,110,1100,1200,2022-10-01,3,KEPPEL BAY VIEW,REFLECTIONS AT KEPPEL BAY,4,1,103.81166233553412,1.2667618474244471,1,Non-landed Properties
938,6000,100,110,1100,1200,2022-10-01,3,DUNEARN ROAD,GARDENVISTA,21,1,103.78012744014488,1.3384882265663638,1,Non-landed Properties
2799,7500,100,110,1100,1200,2022-10-01,2,MARINA WAY,MARINA ONE RESIDENCES,1,1,103.853474581719,1.27699364367213,1,Non-landed Properties
444,3350,100,110,1100,1200,2022-10-01,3,BAYSHORE ROAD,BAYSHORE PARK,16,1,103.936679051732,1.311561653755936,1,Non-landed Properties
1069,2400,100,110,1100,1200,2022-10-01,3,CAVENAGH ROAD,CAVENAGH GARDENS,9,1,103.84071017583324,1.3051290958523825,1,Non-landed Properties
107,7000,100,110,1100,1200,2022-10-01,2,RODYK STREET,8 RODYK,9,1,103.83756182148,1.29021050421929,1,Non-landed Properties
1808,4372,100,110,1100,1200,2022-10-01,99,LIANG SEAH STREET,LIANG SEAH PLACE,7,1,103.856336963143,1.29791212335193,1,Non-landed Properties
465,3300,100,110,1100,1200,2022-10-01,3,UPPER CHANGI ROAD EAST,CHANGI COURT,16,1,103.96285401190542,1.343401333146153,1,Non-landed Properties
739,4000,100,110,1100,1200,2022-10-01,3,CANBERRA DRIVE,CANBERRA RESIDENCES,27,1,103.8247409690622,1.444568942289036,1,Non-landed Properties
355,3800,100,110,1100,1200,2022-10-01,3,JURONG EAST STREET 32,THE MAYFAIR,22,1,103.73349667173549,1.3456615642558785,1,Non-landed Properties
821,4200,100,110,1100,1200,2022-10-01,3,WOODGROVE AVENUE,WOODHAVEN,25,1,103.78387001867181,1.43018150585852,1,Non-landed Properties
880,3600,100,110,1100,1200,2022-10-01,3,PARI DEDAP WALK,TANAMERA CREST,16,1,103.9422004145506,1.3325272873814522,1,Non-landed Properties
1074,4500,100,110,1100,1200,2022-10-01,3,LORONG 3 TOA PAYOH,TREVISTA,12,1,103.84667941196425,1.3378194051983976,1,Non-landed Properties
168,3700,100,110,1100,1200,2022-10-01,3,BUKIT BATOK EAST AVENUE 5,REGENT HEIGHTS,23,1,103.7563178349196,1.3525633003809641,1,Non-landed Properties
628,7000,100,110,1100,1200,2022-10-01,2,GOPENG STREET,ICON,2,1,103.844491340773,1.27516770737518,1,Non-landed Properties
699,3500,100,110,1100,1200,2022-10-01,2,LORONG CHUAN,CHUAN PARK,19,1,103.86444481446112,1.3524722109459355,1,Non-landed Properties
1527,4000,100,110,1100,1200,2022-10-01,3,PASIR PANJANG ROAD,THE ESTRELLA,5,1,103.776865246423,1.2899469598638551,1,Non-landed Properties
1018,4500,100,110,1100,1200,2022-10-01,3,RIVER VALLEY ROAD,VILLE ROYALE,9,1,103.841372980062,1.2961484319958634,1,Non-landed Properties
1903,2850,100,110,1100,1200,2022-10-01,99,SERANGOON ROAD,EURO-ASIA APARTMENTS,12,1,103.86384942145652,1.32330844375327,1,Non-landed Properties
288,6000,100,110,1100,1200,2022-10-01,3,DAKOTA CRESCENT,WATERBANK AT DAKOTA,14,1,103.88889426188602,1.3066530016085631,1,Non-landed Properties
719,4000,100,110,1100,1200,2022-10-01,2,YIO CHU KANG ROAD,SEASONS PARK,26,1,103.83968403560615,1.3850619727301516,1,Non-landed Properties
465,2950,100,110,1100,1200,2022-10-01,2,UPPER CHANGI ROAD EAST,CHANGI COURT,16,1,103.96285401190542,1.343401333146153,1,Non-landed Properties
905,7500,100,110,1100,1200,2022-10-01,2,MARINA BOULEVARD,MARINA BAY RESIDENCES,1,1,103.854991983323,1.2796373571170951,1,Non-landed Properties
895,3700,100,110,1100,1200,2022-10-01,2,JALAN MUTIARA,THE MONTANA,10,1,103.829113599183,1.296223753050445,1,Non-landed Properties
1595,6800,100,110,1100,1200,2022-10-01,3,CAIRNHILL CIRCLE,CAIRNHILL RESIDENCES,9,1,103.83890479464868,1.3079467361956434,1,Non-landed Properties
2595,4600,100,110,1100,1200,2022-10-01,3,ANG MO KIO AVENUE 2,THE PANORAMA,20,1,103.83464703060876,1.3756588559095664,1,Non-landed Properties
635,4600,100,110,1100,1200,2022-10-01,3,BEDOK NORTH DRIVE,BEDOK RESIDENCES,16,1,103.92926432015688,1.3247747878663,1,Non-landed Properties
2050,3400,100,110,1100,1200,2022-10-01,3,ST. MICHAEL'S ROAD,SUNVILLE,12,1,103.86401946416524,1.3269076862350049,1,Non-landed Properties
68,5800,100,110,1100,1200,2022-10-01,3,HILLVIEW AVENUE,THE LANAI,23,1,103.76154620107424,1.35609018064327,1,Non-landed Properties
735,4000,100,110,1100,1200,2022-10-01,3,JURONG WEST STREET 41,THE LAKESHORE,22,1,103.72291956668576,1.3458724425783226,1,Non-landed Properties
847,3700,100,110,1100,1200,2022-10-01,3,BUKIT BATOK STREET 25,PARKVIEW APARTMENTS,23,1,103.76041491132948,1.3413640801908775,1,Non-landed Properties
2990,8000,100,110,1100,1200,2022-10-01,3,ALEXANDRA VIEW,ARTRA,3,1,103.816948875178,1.2900267138352366,1,Non-landed Properties
409,3800,100,110,1100,1200,2022-10-01,3,SIMEI STREET 3,EASTPOINT GREEN,18,1,103.9508293917176,1.33899506271277,1,Non-landed Properties
2937,4750,100,110,1100,1200,2022-10-01,4,WESTWOOD AVENUE,WESTWOOD RESIDENCES,22,5,103.69665777408861,1.3522099170058861,5,Executive Condominium
3079,6000,100,110,1100,1200,2022-10-01,99,UPPER EAST COAST ROAD,77 @ EAST COAST,15,1,103.9273931642645,1.3133629870922849,1,Non-landed Properties
1126,4300,100,110,1100,1200,2022-10-01,3,WOODLANDS DRIVE 16,LA CASA,25,5,103.79778483919981,1.4322993629778271,5,Executive Condominium
117,6000,100,110,1100,1200,2022-10-01,2,OCEAN DRIVE,THE BERTH BY THE COVE,4,1,103.84628357540608,1.2496390145856608,1,Non-landed Properties
675,5300,100,110,1100,1200,2022-10-01,3,PARK ROAD,PEOPLE'S PARK COMPLEX,1,1,103.842519972666,1.28413397178419,1,Non-landed Properties
784,4800,100,110,1100,1200,2022-10-01,3,CHOA CHU KANG NORTH 6,YEWTEE RESIDENCES,23,1,103.74663629911431,1.3970664182647632,1,Non-landed Properties
110,3300,100,110,1100,1200,2022-10-01,99,HAVELOCK ROAD,NON-LANDED HOUSING DEVELOPMENT,3,1,,,1,Non-landed Properties
739,3800,100,110,1100,1200,2022-10-01,3,CANBERRA DRIVE,CANBERRA RESIDENCES,27,1,103.8247409690622,1.444568942289036,1,Non-landed Properties
1126,4500,100,110,1100,1200,2022-10-01,3,WOODLANDS DRIVE 16,LA CASA,25,5,103.79778483919981,1.4322993629778271,5,Executive Condominium
798,7000,100,110,1100,1200,2022-10-01,3,JURONG LAKE LINK,LAKEVILLE,22,1,103.72570881289676,1.3456807835530602,1,Non-landed Properties
465,3700,100,110,1100,1200,2022-10-01,3,UPPER CHANGI ROAD EAST,CHANGI COURT,16,1,103.96285401190542,1.343401333146153,1,Non-landed Properties
480,2800,100,110,1100,1200,2022-10-01,3,ROSEWOOD DRIVE,CASABLANCA,25,1,103.78604199836214,1.430292471701063,1,Non-landed Properties
900,5500,100,110,1100,1200,2022-10-01,2,CAVENAGH ROAD,WATERSCAPE AT CAVENAGH,9,1,103.84080168035575,1.304313983471485,1,Non-landed Properties
1084,4600,100,110,1100,1200,2022-10-01,3,PAYA LEBAR ROAD,LE CRESCENDO,14,1,103.888532426704,1.3305119479842751,1,Non-landed Properties
261,4900,100,110,1100,1200,2022-10-01,3,CEYLON ROAD,LEVILLE ISUITES,15,1,103.902980926588,1.3060620457709851,1,Non-landed Properties
2799,7700,100,110,1100,1200,2022-10-01,2,MARINA WAY,MARINA ONE RESIDENCES,1,1,103.853474581719,1.27699364367213,1,Non-landed Properties
1096,5350,100,110,1100,1200,2022-10-01,2,ALEXANDRA ROAD,THE ANCHORAGE,3,1,103.80481035581072,1.289600646255652,1,Non-landed Properties
224,3800,100,110,1100,1200,2022-10-01,3,CANBERRA DRIVE,YISHUN EMERALD,27,1,103.83088808917624,1.4394915064880776,1,Non-landed Properties
480,2700,100,110,1100,1200,2022-10-01,3,ROSEWOOD DRIVE,CASABLANCA,25,1,103.78604199836214,1.430292471701063,1,Non-landed Properties
793,7200,100,110,1100,1200,2022-10-01,3,JALAN BUKIT HO SWEE,MERAPRIME,3,1,103.827805594331,1.2870576014635802,1,Non-landed Properties
793,6000,100,110,1100,1200,2022-10-01,3,JALAN BUKIT HO SWEE,MERAPRIME,3,1,103.827805594331,1.2870576014635802,1,Non-landed Properties
1096,4200,100,110,1100,1200,2022-10-01,2,ALEXANDRA ROAD,THE ANCHORAGE,3,1,103.80481035581072,1.289600646255652,1,Non-landed Properties
1098,3100,100,110,1100,1200,2022-10-01,99,COMPASSVALE BOW,THE QUARTZ,19,1,103.8938211728066,1.3806827472868428,1,Non-landed Properties
288,5500,100,110,1100,1200,2022-10-01,3,DAKOTA CRESCENT,WATERBANK AT DAKOTA,14,1,103.88889426188602,1.3066530016085631,1,Non-landed Properties
507,4000,100,110,1100,1200,2022-10-01,3,SERANGOON AVENUE 3,AMARANDA GARDENS,19,1,103.8666103712292,1.349537070603956,1,Non-landed Properties
2949,5000,100,110,1100,1200,2022-10-01,3,CLEMENTI AVENUE 1,THE CLEMENT CANOPY,5,1,103.768488375853,1.3069584213916,1,Non-landed Properties
1169,2500,100,110,1100,1200,2022-10-01,3,MAR THOMA ROAD,THE CALLISTA,12,1,103.862844177827,1.327598050478735,1,Non-landed Properties
1487,5200,100,110,1100,1200,2022-10-01,2,RIVER VALLEY GROVE,LUMA,9,1,103.834596397365,1.29680404408737,1,Non-landed Properties
1768,4000,100,110,1100,1200,2022-10-01,3,ST. THOMAS WALK,ST THOMAS VILLE,9,1,,,1,Non-landed Properties
793,5600,100,110,1100,1200,2022-10-01,3,JALAN BUKIT HO SWEE,MERAPRIME,3,1,103.827805594331,1.2870576014635802,1,Non-landed Properties
452,4800,100,110,1100,1200,2022-10-01,3,PASIR RIS STREET 72,WHITEWATER,18,5,103.93534009748235,1.3801935491135111,5,Executive Condominium
1034,4500,100,110,1100,1200,2022-10-01,2,WEST COAST ROAD,CLEMENTIWOODS CONDOMINIUM,5,1,103.767710455086,1.2963370381602113,1,Non-landed Properties
235,4300,100,110,1100,1200,2022-10-01,3,HAIG AVENUE,ROSE MAISON,15,1,103.89971321521948,1.30762349770574,1,Non-landed Properties
1523,3700,100,110,1100,1200,2022-10-01,2,JALAN MATA AYER,NORTHWOOD,27,1,103.824253317752,1.426775342650026,1,Non-landed Properties
1956,3900,100,110,1100,1200,2022-10-01,2,HOLLAND ROAD,QUINTERRA,10,1,103.7806829382325,1.31861634729565,1,Non-landed Properties
3028,6000,100,110,1100,1200,2022-10-01,3,WEST COAST VALE,TWIN VEW,5,1,103.75244288569267,1.3198599211479567,1,Non-landed Properties
1104,3800,100,110,1100,1200,2022-10-01,3,HOUGANG STREET 92,REGENTVILLE,19,1,,,1,Non-landed Properties
1700,3500,100,110,1100,1200,2022-10-01,3,KOON SENG ROAD,ALPHA APARTMENTS,15,1,103.90540210114052,1.311894541566645,1,Non-landed Properties
1743,3850,100,110,1100,1200,2022-10-01,2,NATHAN ROAD,NATHAN PLACE,10,1,103.826332423953,1.2951839437220165,1,Non-landed Properties
411,3000,100,110,1100,1200,2022-10-01,2,BUKIT TIMAH ROAD,CASA ESPERANZA,21,1,103.78333908443066,1.3346881666093269,1,Non-landed Properties
578,3500,100,110,1100,1200,2022-10-01,2,FABER HEIGHTS,FABER CREST,5,1,103.75714482214848,1.3235212755951049,1,Non-landed Properties
653,8500,100,110,1100,1200,2022-10-01,3,MARINA BOULEVARD,THE SAIL @ MARINA BAY,1,1,103.85267432990275,1.2808217189550626,1,Non-landed Properties
2949,5950,100,110,1100,1200,2022-10-01,3,CLEMENTI AVENUE 1,THE CLEMENT CANOPY,5,1,103.768488375853,1.3069584213916,1,Non-landed Properties
263,7300,100,110,1100,1200,2022-10-01,2,DRAYCOTT PARK,DRAYCOTT EIGHT,10,1,103.8321010922634,1.31089258970065,1,Non-landed Properties
600,6500,100,110,1100,1200,2022-10-01,3,DOVER RISE,HERITAGE VIEW,5,1,103.78384329404726,1.304209165183905,1,Non-landed Properties
2799,7200,100,110,1100,1200,2022-10-01,2,MARINA WAY,MARINA ONE RESIDENCES,1,1,103.853474581719,1.27699364367213,1,Non-landed Properties
117,6100,100,110,1100,1200,2022-10-01,2,OCEAN DRIVE,THE BERTH BY THE COVE,4,1,103.84628357540608,1.2496390145856608,1,Non-landed Properties
132,6200,100,110,1100,1200,2022-10-01,2,ROBERTSON QUAY,UP@ROBERTSON QUAY,9,1,103.8374447957015,1.290780359878795,1,Non-landed Properties
155,3500,100,110,1100,1200,2022-10-01,2,SIN MING ROAD,SIN MING CENTRE,20,1,103.836115880148,1.35371665672148,1,Non-landed Properties
187,3600,100,110,1100,1200,2022-10-01,3,PUNGGOL CENTRAL,PARC CENTROS,19,1,103.90399448224976,1.4033468606176056,1,Non-landed Properties
1268,4600,100,110,1100,1200,2022-10-01,2,TANJONG RHU ROAD,CASUARINA COVE,15,1,103.87438477264374,1.2976791242876,1,Non-landed Properties
355,4400,100,110,1100,1200,2022-10-01,3,JURONG EAST STREET 32,THE MAYFAIR,22,1,103.73349667173549,1.3456615642558785,1,Non-landed Properties
1050,3600,100,110,1100,1200,2022-10-01,3,UPPER SERANGOON CRESCENT,RIVERSAILS,19,1,103.902714201047,1.3785837690699621,1,Non-landed Properties
688,3200,100,110,1100,1200,2022-10-01,3,CHOA CHU KANG NORTH 7,REGENT GROVE,23,1,103.748886167442,1.3993454628853,1,Non-landed Properties
269,4400,100,110,1100,1200,2022-10-01,2,RIVER VALLEY ROAD,UE SQUARE,9,1,103.84252916056884,1.2925251122472383,1,Non-landed Properties
584,3500,100,110,1100,1200,2022-10-01,2,FLORA ROAD,THE GALE,17,1,103.96711388510759,1.358709781017774,1,Non-landed Properties
674,3000,100,110,1100,1200,2022-10-01,3,PASIR RIS LINK,WATERCOLOURS,18,5,103.959755321887,1.3762649771315649,5,Executive Condominium
2,5500,100,110,1100,1200,2022-10-01,2,MOUNT SOPHIA,8 @ MOUNT SOPHIA,9,1,103.845956557221,1.30096483460999,1,Non-landed Properties
115,4000,100,110,1100,1200,2022-10-01,3,HINDHEDE WALK,SPRINGDALE CONDOMINIUM,21,1,103.77191760421466,1.3484549750906965,1,Non-landed Properties
785,4000,100,110,1100,1200,2022-10-01,3,TAMPINES AVENUE 1,WATERVIEW,18,1,103.9262498229118,1.3486915122927052,1,Non-landed Properties
1106,5300,100,110,1100,1200,2022-10-01,3,BISHAN STREET 11,BISHAN LOFT,20,5,103.852329715815,1.3471756972354971,5,Executive Condominium
754,4000,100,110,1100,1200,2022-10-01,3,BALESTIER ROAD,BALESTIER POINT,12,1,103.85203035127547,1.3228186270154449,1,Non-landed Properties
480,3000,100,110,1100,1200,2022-10-01,3,ROSEWOOD DRIVE,CASABLANCA,25,1,103.78604199836214,1.430292471701063,1,Non-landed Properties
675,5300,100,110,1100,1200,2022-10-01,3,PARK ROAD,PEOPLE'S PARK COMPLEX,1,1,103.842519972666,1.28413397178419,1,Non-landed Properties
794,4300,100,110,1100,1200,2022-10-01,3,BAYSHORE ROAD,THE BAYSHORE,16,1,103.93902944278686,1.3127017372209988,1,Non-landed Properties
952,5000,100,110,1100,1200,2022-10-01,2,MARINE PARADE ROAD,COTE D'AZUR,15,1,103.90412322827642,1.3007363393226303,1,Non-landed Properties
1634,1294,100,110,1100,1200,2022-10-01,3,JOO CHIAT PLACE,THE GLACIER,15,1,103.90732867937852,1.31419337760333,1,Non-landed Properties
735,5500,100,110,1100,1200,2022-10-01,3,JURONG WEST STREET 41,THE LAKESHORE,22,1,103.72291956668576,1.3458724425783226,1,Non-landed Properties
2931,6400,100,110,1100,1200,2022-10-01,4,JURONG LAKE LINK,LAKE GRANDE,22,1,103.72431332798784,1.3458246910808249,1,Non-landed Properties
1261,4000,100,110,1100,1200,2022-10-01,2,LEW LIAN VALE,JADE RESIDENCES,19,1,103.87760068590366,1.3487436193198885,1,Non-landed Properties
578,4200,100,110,1100,1200,2022-10-01,2,FABER HEIGHTS,FABER CREST,5,1,103.75714482214848,1.3235212755951049,1,Non-landed Properties
749,3500,100,110,1100,1200,2022-10-01,3,HUME AVENUE,HUME PARK II,21,1,,,1,Non-landed Properties
1006,3300,100,110,1100,1200,2022-10-01,3,MAR THOMA ROAD,BEACON HEIGHTS,12,1,103.86219862742951,1.326544810878725,1,Non-landed Properties
1373,4200,100,110,1100,1200,2022-10-01,1,GILSTEAD ROAD,THE ARMADALE,11,1,103.84023844196651,1.31864642223146,1,Non-landed Properties
2871,8300,100,110,1100,1200,2022-10-01,3,ST. THOMAS WALK,8 SAINT THOMAS,9,1,103.836292454037,1.29614347977247,1,Non-landed Properties
1585,4000,100,110,1100,1200,2022-10-01,2,LORONG 36 GEYLANG,EVERGREEN VIEW,14,1,103.88854337721,1.3135261596137702,1,Non-landed Properties
411,4800,100,110,1100,1200,2022-10-01,2,BUKIT TIMAH ROAD,CASA ESPERANZA,21,1,103.78333908443066,1.3346881666093269,1,Non-landed Properties
2799,7000,100,110,1100,1200,2022-10-01,2,MARINA WAY,MARINA ONE RESIDENCES,1,1,103.853474581719,1.27699364367213,1,Non-landed Properties
543,6150,100,110,1100,1200,2022-10-01,3,EVERITT ROAD,LOTUS AT JOO CHIAT,15,1,103.90263132545331,1.3138113314507769,1,Non-landed Properties
903,3500,100,110,1100,1200,2022-10-01,3,CANBERRA DRIVE,EIGHT COURTYARDS,27,1,103.83118474675442,1.4385365751988268,1,Non-landed Properties
623,4150,100,110,1100,1200,2022-10-01,3,PASIR RIS GROVE,NV RESIDENCES,18,1,103.9440745145549,1.371377856040334,1,Non-landed Properties
2064,4000,100,110,1100,1200,2022-10-01,99,LORONG K TELOK KURAU,CASTLE LOFT,15,1,103.914683919825,1.31401389126158,1,Non-landed Properties
880,3800,100,110,1100,1200,2022-10-01,3,PARI DEDAP WALK,TANAMERA CREST,16,1,103.9422004145506,1.3325272873814522,1,Non-landed Properties
191,5500,100,110,1100,1200,2022-10-01,3,BUKIT TIMAH ROAD,THE CASCADIA,21,1,103.7870565244,1.332945641515616,1,Non-landed Properties
1137,3000,100,110,1100,1200,2022-10-01,3,JALAN SEMPADAN,VILLA MARINA,15,1,103.927399392507,1.31077568749823,1,Non-landed Properties
1289,4000,100,110,1100,1200,2022-10-01,3,PASIR RIS DRIVE 4,THE ESPARIS,18,5,103.95965169508943,1.36931230608612,5,Executive Condominium
497,3200,100,110,1100,1200,2022-10-01,3,HIGHGATE CRESCENT,HIGHGATE,21,2,103.76583781112232,1.3415916730766031,2,Terrace House
794,5000,100,110,1100,1200,2022-10-01,3,BAYSHORE ROAD,THE BAYSHORE,16,1,103.93902944278686,1.3127017372209988,1,Non-landed Properties
2783,6900,100,110,1100,1200,2022-10-01,3,KIM TIAN ROAD,HIGHLINE RESIDENCES,3,1,103.82977952152164,1.2844264663268363,1,Non-landed Properties
2799,7500,100,110,1100,1200,2022-10-01,2,MARINA WAY,MARINA ONE RESIDENCES,1,1,103.853474581719,1.27699364367213,1,Non-landed Properties
2194,4200,100,110,1100,1200,2022-10-01,3,MILTONIA CLOSE,SKIES MILTONIA,27,1,103.84770582879388,1.4182059132779818,1,Non-landed Properties
286,3550,100,110,1100,1200,2022-10-01,2,OXFORD ROAD,KENTISH GREEN,8,1,103.8517873240835,1.3156000333607449,1,Non-landed Properties
3022,4300,100,110,1100,1200,2022-10-01,3,TAMPINES STREET 86,THE TAPESTRY,18,1,103.92878012674744,1.35364825266025,1,Non-landed Properties
1595,7500,100,110,1100,1200,2022-10-01,3,CAIRNHILL CIRCLE,CAIRNHILL RESIDENCES,9,1,103.83890479464868,1.3079467361956434,1,Non-landed Properties
1775,5800,100,110,1100,1200,2022-10-01,3,WOODLEIGH CLOSE,PARC MONDRIAN,13,1,103.8679467863745,1.336069119226305,1,Non-landed Properties
452,3300,100,110,1100,1200,2022-10-01,3,PASIR RIS STREET 72,WHITEWATER,18,5,103.93534009748235,1.3801935491135111,5,Executive Condominium
288,5000,100,110,1100,1200,2022-10-01,3,DAKOTA CRESCENT,WATERBANK AT DAKOTA,14,1,103.88889426188602,1.3066530016085631,1,Non-landed Properties
1560,4300,100,110,1100,1200,2022-10-01,99,SEA AVENUE,MARINE MANSION,15,1,103.9071112948738,1.30494498422218,1,Non-landed Properties
1076,5400,100,110,1100,1200,2022-10-01,3,WEST COAST PARK,BOTANNIA,5,1,103.75383951938608,1.3184964490790141,1,Non-landed Properties
1852,5700,100,110,1100,1200,2022-10-01,2,NASSIM HILL,THE LOFT,10,1,103.82217396847651,1.3070655895956551,1,Non-landed Properties
236,5800,100,110,1100,1200,2022-10-01,3,LEEDON HEIGHTS,D'LEEDON,10,1,103.802679902163,1.315471206074291,1,Non-landed Properties
315,5800,100,110,1100,1200,2022-10-01,2,SHENTON WAY,ONE SHENTON,1,1,103.8505443456185,1.27930549781128,1,Non-landed Properties
755,6000,100,110,1100,1200,2022-10-01,1,BEACH ROAD,CONCOURSE SKYLINE,7,1,103.8619322909715,1.3004990124907552,1,Non-landed Properties
51,3800,100,110,1100,1200,2022-10-01,3,BALMORAL PARK,PINETREE CONDOMINIUM,10,1,103.8292418654875,1.31506749480159,1,Non-landed Properties
452,3300,100,110,1100,1200,2022-10-01,3,PASIR RIS STREET 72,WHITEWATER,18,5,103.93534009748235,1.3801935491135111,5,Executive Condominium
479,4900,100,110,1100,1200,2022-10-01,2,KENG CHIN ROAD,CYAN,10,1,103.83012413245469,1.3176887172944769,1,Non-landed Properties
2492,4200,100,110,1100,1200,2022-10-01,3,TRANSIT ROAD,FOREST HILLS CONDOMINIUM,26,1,103.8176513561402,1.40477044976202,1,Non-landed Properties
905,9000,100,110,1100,1200,2022-10-01,2,MARINA BOULEVARD,MARINA BAY RESIDENCES,1,1,103.854991983323,1.2796373571170951,1,Non-landed Properties
1074,4700,100,110,1100,1200,2022-10-01,2,LORONG 3 TOA PAYOH,TREVISTA,12,1,103.84667941196425,1.3378194051983976,1,Non-landed Properties
191,4500,100,110,1100,1200,2022-10-01,3,BUKIT TIMAH ROAD,THE CASCADIA,21,1,103.7870565244,1.332945641515616,1,Non-landed Properties
212,4400,100,110,1100,1200,2022-10-01,2,MERGUI ROAD,CITYSCAPE @FARRER PARK,8,1,103.851490038326,1.31789795187272,1,Non-landed Properties
852,5200,100,110,1100,1200,2022-10-01,3,BEDOK RESERVOIR ROAD,ARCHIPELAGO,16,1,103.920474529981,1.33796024650859,1,Non-landed Properties
1595,6400,100,110,1100,1200,2022-10-01,3,CAIRNHILL CIRCLE,CAIRNHILL RESIDENCES,9,1,103.83890479464868,1.3079467361956434,1,Non-landed Properties
1074,4600,100,110,1100,1200,2022-10-01,3,LORONG 3 TOA PAYOH,TREVISTA,12,1,103.84667941196425,1.3378194051983976,1,Non-landed Properties
236,4900,100,110,1100,1200,2022-10-01,2,LEEDON HEIGHTS,D'LEEDON,10,1,103.802679902163,1.315471206074291,1,Non-landed Properties
2745,3800,100,110,1100,1200,2022-10-01,99,GEYLANG ROAD,ROSE APARTMENTS,14,1,,,1,Non-landed Properties
480,4100,100,110,1100,1200,2022-10-01,3,ROSEWOOD DRIVE,CASABLANCA,25,1,103.78604199836214,1.430292471701063,1,Non-landed Properties
735,5000,100,110,1100,1200,2022-10-01,3,JURONG WEST STREET 41,THE LAKESHORE,22,1,103.72291956668576,1.3458724425783226,1,Non-landed Properties
74,3450,100,110,1100,1200,2022-10-01,3,LORONG 40 GEYLANG,THE SUNNY SPRING,14,1,103.88941463278331,1.3124035823263669,1,Non-landed Properties
288,4800,100,110,1100,1200,2022-10-01,3,DAKOTA CRESCENT,WATERBANK AT DAKOTA,14,1,103.88889426188602,1.3066530016085631,1,Non-landed Properties
794,5000,100,110,1100,1200,2022-10-01,3,BAYSHORE ROAD,THE BAYSHORE,16,1,103.93902944278686,1.3127017372209988,1,Non-landed Properties
110,2800,100,110,1100,1200,2022-10-01,99,HAVELOCK ROAD,NON-LANDED HOUSING DEVELOPMENT,3,1,,,1,Non-landed Properties
745,4700,100,110,1100,1200,2022-10-01,3,JURONG WEST CENTRAL 3,THE CENTRIS,22,1,103.70513447901649,1.3395067943281549,1,Non-landed Properties
2490,3600,100,110,1100,1200,2022-10-01,3,CHANGI ROAD,THE CHAMPAGNE,14,1,103.91063287455069,1.3182136550670869,1,Non-landed Properties
2180,2950,100,110,1100,1200,2022-10-01,3,JALAN LOYANG BESAR,CASA PASIR RIS,17,1,103.96365332167,1.379674246712435,1,Non-landed Properties
550,4000,100,110,1100,1200,2022-10-01,3,LORONG 1 TOA PAYOH,OLEANDER TOWERS,12,1,103.844243586675,1.3332480338660535,1,Non-landed Properties
619,7500,100,110,1100,1200,2022-10-01,2,ENGGOR STREET,ALTEZ,2,1,103.844319553688,1.27461794103822,1,Non-landed Properties
784,4500,100,110,1100,1200,2022-10-01,3,CHOA CHU KANG NORTH 6,YEWTEE RESIDENCES,23,1,103.74663629911431,1.3970664182647632,1,Non-landed Properties
794,3500,100,110,1100,1200,2022-10-01,3,BAYSHORE ROAD,THE BAYSHORE,16,1,103.93902944278686,1.3127017372209988,1,Non-landed Properties
332,4500,100,110,1100,1200,2022-10-01,3,TAMPINES STREET 86,Q BAY RESIDENCES,18,1,103.92731290346352,1.3508067725835755,1,Non-landed Properties
1981,5400,100,110,1100,1200,2022-10-01,3,ROBIN ROAD,PROXIMO,10,1,103.82875668911851,1.31733778498915,1,Non-landed Properties
799,5400,100,110,1100,1200,2022-10-01,3,STIRLING ROAD,QUEENS,3,1,103.8061745817572,1.292846730495484,1,Non-landed Properties
799,5000,100,110,1100,1200,2022-10-01,3,STIRLING ROAD,QUEENS,3,1,103.8061745817572,1.292846730495484,1,Non-landed Properties
1043,5500,100,110,1100,1200,2022-10-01,2,AMBER ROAD,AMBER RESIDENCES,15,1,103.9008176191075,1.3012232659906,1,Non-landed Properties
1289,4000,100,110,1100,1200,2022-10-01,3,PASIR RIS DRIVE 4,THE ESPARIS,18,5,103.95965169508943,1.36931230608612,5,Executive Condominium
